2021-10-11 03:52:31.259 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 03:58:33.565 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 03:58:33 WAT 2021}
2021-10-11 04:03:36.151 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:03:36.157 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:03:36 WAT 2021}
2021-10-11 04:03:36.158 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:03:36 WAT 2021}
2021-10-11 04:03:36.158 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:03:36 WAT 2021}
2021-10-11 04:03:36.158 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:03:36 WAT 2021}
2021-10-11 04:05:12.919 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:05:12.926 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:05:12 WAT 2021}
2021-10-11 04:05:12.928 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:05:12 WAT 2021}
2021-10-11 04:05:12.928 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:05:12 WAT 2021}
2021-10-11 04:05:12.929 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:05:12 WAT 2021}
2021-10-11 04:17:23.527 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:17:23.552 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:17:23 WAT 2021}
2021-10-11 04:17:23.553 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:17:23 WAT 2021}
2021-10-11 04:17:23.554 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:17:23 WAT 2021}
2021-10-11 04:17:23.554 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:17:23 WAT 2021}
2021-10-11 04:20:25.984 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:20:26.008 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:20:25 WAT 2021}
2021-10-11 04:20:26.009 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:20:26 WAT 2021}
2021-10-11 04:20:26.009 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:20:26 WAT 2021}
2021-10-11 04:20:26.010 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:20:26 WAT 2021}
2021-10-11 04:21:46.454 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:21:46.482 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:21:46 WAT 2021}
2021-10-11 04:21:46.484 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:21:46 WAT 2021}
2021-10-11 04:21:46.484 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:21:46 WAT 2021}
2021-10-11 04:21:46.484 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:21:46 WAT 2021}
2021-10-11 04:24:32.781 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:24:32.821 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:24:32 WAT 2021}
2021-10-11 04:24:32.824 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:24:32 WAT 2021}
2021-10-11 04:24:32.824 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:24:32 WAT 2021}
2021-10-11 04:24:32.826 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:24:32 WAT 2021}
2021-10-11 04:24:50.154 [main] INFO  com.allisonkosy.App - Found Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:24:32 WAT 2021}
2021-10-11 04:25:09.129 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:25:09.148 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:25:09 WAT 2021}
2021-10-11 04:25:09.155 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:25:09 WAT 2021}
2021-10-11 04:25:09.155 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:25:09 WAT 2021}
2021-10-11 04:25:09.157 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:25:09 WAT 2021}
2021-10-11 04:25:09.158 [main] INFO  com.allisonkosy.App - Found Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=true, userId=1, createDate=Mon Oct 11 04:25:09 WAT 2021}
2021-10-11 04:26:11.491 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:26:11.501 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:26:11 WAT 2021}
2021-10-11 04:26:11.502 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:26:11 WAT 2021}
2021-10-11 04:26:11.503 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:26:11 WAT 2021}
2021-10-11 04:26:11.503 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:26:11 WAT 2021}
2021-10-11 04:26:11.504 [main] INFO  com.allisonkosy.App - Found Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=true, userId=1, createDate=Mon Oct 11 04:26:11 WAT 2021}
2021-10-11 04:31:13.359 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:31:13.365 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:31:13 WAT 2021}
2021-10-11 04:31:13.366 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:31:13 WAT 2021}
2021-10-11 04:31:13.367 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:31:13 WAT 2021}
2021-10-11 04:31:13.367 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:31:13 WAT 2021}
2021-10-11 04:31:13.368 [main] INFO  com.allisonkosy.App - Found Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=true, userId=1, createDate=Mon Oct 11 04:31:13 WAT 2021}
2021-10-11 04:34:12.755 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:34:12.762 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:34:12 WAT 2021}
2021-10-11 04:34:12.764 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:34:12 WAT 2021}
2021-10-11 04:34:12.766 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:34:12 WAT 2021}
2021-10-11 04:34:12.766 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:34:12 WAT 2021}
2021-10-11 04:34:12.767 [main] INFO  com.allisonkosy.App - Found Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=true, userId=1, createDate=Mon Oct 11 04:34:12 WAT 2021}
2021-10-11 04:34:53.189 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:34:53.219 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:34:53 WAT 2021}
2021-10-11 04:34:53.224 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:34:53 WAT 2021}
2021-10-11 04:34:53.224 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:34:53 WAT 2021}
2021-10-11 04:34:53.225 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:34:53 WAT 2021}
2021-10-11 04:34:53.230 [main] INFO  com.allisonkosy.App - Found Todo{title='Be Calm', id=4, description='Be calm, be calm, I kmow you feel like you are breaking down', completed=true, userId=1, createDate=Mon Oct 11 04:34:53 WAT 2021}
2021-10-11 04:49:32.824 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:49:32.834 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:49:32 WAT 2021}
2021-10-11 04:49:32.835 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:49:32 WAT 2021}
2021-10-11 04:49:32.836 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:49:32 WAT 2021}
2021-10-11 04:49:32.836 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:49:32 WAT 2021}
2021-10-11 04:50:01.132 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:50:01.138 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:50:01 WAT 2021}
2021-10-11 04:50:01.139 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:50:01 WAT 2021}
2021-10-11 04:50:01.140 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:50:01 WAT 2021}
2021-10-11 04:50:01.140 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:50:01 WAT 2021}
2021-10-11 04:51:03.948 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:51:03.954 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:51:03 WAT 2021}
2021-10-11 04:51:03.955 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:51:03 WAT 2021}
2021-10-11 04:51:03.955 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:51:03 WAT 2021}
2021-10-11 04:51:03.955 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:51:03 WAT 2021}
2021-10-11 04:51:55.344 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:51:55.350 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:51:55 WAT 2021}
2021-10-11 04:51:55.351 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:51:55 WAT 2021}
2021-10-11 04:51:55.351 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:51:55 WAT 2021}
2021-10-11 04:51:55.352 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:51:55 WAT 2021}
2021-10-11 04:52:09.110 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.115 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.116 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.117 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.117 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.143 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.145 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.146 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.146 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.148 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.167 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.168 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.168 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.173 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.174 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.191 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.195 [main] ERROR com.allisonkosy.App - email Allisonkosy@gmail.com already taken
2021-10-11 04:52:09.203 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.204 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.211 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.214 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.215 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.215 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.216 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.216 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.217 [main] INFO  com.allisonkosy.App - Found Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.226 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.226 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.227 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.227 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.228 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.228 [main] INFO  com.allisonkosy.App - Found Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=true, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.231 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.234 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.235 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.235 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.236 [main] INFO  com.allisonkosy.App - Added Todo{title='Make Call', id=3, description='Make a call to building manager', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.236 [main] INFO  com.allisonkosy.App - Added Todo{title='Be Calm', id=4, description='Be calm, be calm, I know you feel like you are breaking down', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.244 [main] INFO  com.allisonkosy.App - User{id=1, email='allisonkosy@gmail.com', password='000000'}
2021-10-11 04:52:09.245 [main] INFO  com.allisonkosy.App - Added Todo{title='Call Joy', id=1, description='Call Joy by 12:00am', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
2021-10-11 04:52:09.246 [main] INFO  com.allisonkosy.App - Added Todo{title='Buy Eggs', id=2, description='Buy eggs to make Kenechukwu's birthday cake', completed=false, userId=1, createDate=Mon Oct 11 04:52:09 WAT 2021}
